Fahrten,Namen
1263,S3 (Schweizerische Bundesbahnen SBB)
709,S5 (Schweizerische Bundesbahnen SBB)
355,851 (Verkehrsbetriebe Zürichsee und Oberland)
305,S26 (THURBO)
229,S15 (Schweizerische Bundesbahnen SBB)
194,S12 (Schweizerische Bundesbahnen SBB)
168,S8 (Schweizerische Bundesbahnen SBB)
160,S24 (Schweizerische Bundesbahnen SBB)
156,S14 (Schweizerische Bundesbahnen SBB)
156,S11 (Schweizerische Bundesbahnen SBB)
101,850 (Verkehrsbetriebe Zürichsee und Oberland)
92,S7 (Schweizerische Bundesbahnen SBB)
73,S25 (Schweizerische Bundesbahnen SBB)
73,IC3 (Schweizerische Bundesbahnen SBB)
72,S2 (Schweizerische Bundesbahnen SBB)
63,869 (Verkehrsbetriebe Zürichsee und Oberland)
59,IR75 (Schweizerische Bundesbahnen SBB)
48,3 (Stadtbus Winterthur)
47,IR35 (Schweizerische Südostbahn (sob))
42,859 (PostAuto AG)
