Fahrten,Namen
2977,S11 (Schweizerische Bundesbahnen SBB)
1012,S12 (Schweizerische Bundesbahnen SBB)
748,309 (Verkehrsbetriebe Zürich)
683,S19 (Schweizerische Bundesbahnen SBB)
667,IR36 (Schweizerische Bundesbahnen SBB)
292,2 (Regionale Verkehrsbetriebe Baden-Wettingen)
252,S17 (Aargau Verkehr AG)
174,IR16 (Schweizerische Bundesbahnen SBB)
128,IC5 (Schweizerische Bundesbahnen SBB)
126,10 (Regionale Verkehrsbetriebe Baden-Wettingen)
118,322 (PostAuto AG)
107,4 (Regionale Verkehrsbetriebe Baden-Wettingen)
103,S42 (Schweizerische Bundesbahnen SBB)
82,4 (Verkehrsbetriebe Zürich INFO+)
80,S28 (Schweizerische Bundesbahnen SBB)
78,S6 (Schweizerische Bundesbahnen SBB)
78,S3 (Schweizerische Bundesbahnen SBB)
77,332 (PostAuto AG)
75,IC1 (Schweizerische Bundesbahnen SBB)
71,S15 (Schweizerische Bundesbahnen SBB)
