Fahrten,Namen
4493,Dietikon
3282,Zürich
2537,Spreitenbach
664,Schlieren
661,Neuenhof
654,Killwangen
434,Winterthur
270,Basel
268,Dübendorf
250,Bremgarten (AG)
249,Baden
229,Aarau
223,Geroldswil
194,Stetten (AG)
184,Kloten
154,Rudolfstetten-Friedlisberg
150,Bergdietikon
131,Bern
126,Wallisellen
122,Wohlen (AG)
