Fahrten,Namen
1322,S7 (Schweizerische Bundesbahnen SBB)
1274,765 (Verkehrsbetriebe Glattal)
847,S24 (Schweizerische Bundesbahnen SBB)
432,520 (PostAuto AG)
347,IC5 (Schweizerische Bundesbahnen SBB)
192,S2 (Schweizerische Bundesbahnen SBB)
177,732 (Verkehrsbetriebe Glattal)
167,S5 (Schweizerische Bundesbahnen SBB)
145,S3 (Schweizerische Bundesbahnen SBB)
141,IR13 (Schweizerische Bundesbahnen SBB)
115,S19 (Schweizerische Bundesbahnen SBB)
114,IC8 (Schweizerische Bundesbahnen SBB)
111,EC (Schweizerische Bundesbahnen SBB)
110,IC1 (Schweizerische Bundesbahnen SBB)
103,S8 (Schweizerische Bundesbahnen SBB)
101,S6 (Schweizerische Bundesbahnen SBB)
91,IR75 (Schweizerische Bundesbahnen SBB)
80,S15 (Schweizerische Bundesbahnen SBB)
67,S12 (Schweizerische Bundesbahnen SBB)
66,524 (PostAuto AG)
