Fahrten,Namen
1293,S14 (Schweizerische Bundesbahnen SBB)
831,S9 (Schweizerische Bundesbahnen SBB)
770,S15 (Schweizerische Bundesbahnen SBB)
589,S5 (Schweizerische Bundesbahnen SBB)
579,842 (Verkehrsbetriebe Zürichsee und Oberland)
408,S7 (Schweizerische Bundesbahnen SBB)
288,S6 (Schweizerische Bundesbahnen SBB)
278,845 (Verkehrsbetriebe Zürichsee und Oberland)
232,18 (Forchbahn)
180,S11 (Schweizerische Bundesbahnen SBB)
146,S12 (Schweizerische Bundesbahnen SBB)
115,725 (Verkehrsbetriebe Glattal)
113,811 (Verkehrsbetriebe Zürichsee und Oberland)
93,BAT (Schifffahrts-Genossenschaft Greifensee)
87,830 (PostAuto AG)
83,827 (PostAuto AG)
78,880 (Verkehrsbetriebe Zürichsee und Oberland)
71,S20 (Schweizerische Bundesbahnen SBB)
70,S3 (Schweizerische Bundesbahnen SBB)
55,IR75 (Schweizerische Bundesbahnen SBB)
