Fahrten,Namen
985,S9 (Schweizerische Bundesbahnen SBB)
841,S14 (Schweizerische Bundesbahnen SBB)
200,725 (Verkehrsbetriebe Glattal)
163,S15 (Schweizerische Bundesbahnen SBB)
72,S5 (Schweizerische Bundesbahnen SBB)
51,S12 (Schweizerische Bundesbahnen SBB)
35,18 (Forchbahn)
33,705 (Verkehrsbetriebe Zürich)
28,720 (Verkehrsbetriebe Glattal)
27,S11 (Schweizerische Bundesbahnen SBB)
27,15 (Verkehrsbetriebe Zürich INFO+)
23,IC3 (Schweizerische Bundesbahnen SBB)
21,S26 (THURBO)
20,S3 (Schweizerische Bundesbahnen SBB)
18,S25 (Schweizerische Bundesbahnen SBB)
17,12 (Verkehrsbetriebe Zürich INFO+)
15,869 (Verkehrsbetriebe Zürichsee und Oberland)
15,S8 (Schweizerische Bundesbahnen SBB)
14,851 (Verkehrsbetriebe Zürichsee und Oberland)
13,S4 (Sihltal-Zürich-Uetliberg-Bahn)
