Fahrten,Namen
3335,S9 (Schweizerische Bundesbahnen SBB)
2576,S14 (Schweizerische Bundesbahnen SBB)
1118,725 (Verkehrsbetriebe Glattal)
469,S3 (Schweizerische Bundesbahnen SBB)
382,S15 (Schweizerische Bundesbahnen SBB)
326,705 (Verkehrsbetriebe Zürich)
274,720 (Verkehrsbetriebe Glattal)
239,726 (Verkehrsbetriebe Glattal)
214,704 (Verkehrsbetriebe Zürich)
180,727 (Verkehrsbetriebe Glattal)
177,N72 (Verkehrsbetriebe Glattal)
154,S12 (Schweizerische Bundesbahnen SBB)
123,18 (Forchbahn)
121,842 (Verkehrsbetriebe Zürichsee und Oberland)
110,S5 (Schweizerische Bundesbahnen SBB)
104,851 (Verkehrsbetriebe Zürichsee und Oberland)
99,S26 (THURBO)
64,S19 (Schweizerische Bundesbahnen SBB)
60,S11 (Schweizerische Bundesbahnen SBB)
59,743 (Verkehrsbetriebe Zürich)
