Fahrten,Namen
579,Greifensee - Zürich
276,Greifensee - Volketswil
148,Volketswil - Zürich
127,Dübendorf - Greifensee
100,Rapperswil-Jona - Volketswil
88,Rüti (ZH) - Volketswil
57,Greifensee - Wetzikon (ZH)
55,Greifensee - Wallisellen
54,Volketswil - Wetzikon (ZH)
48,Fällanden - Wetzikon (ZH)
47,Volketswil - Winterthur
43,Volketswil - Wald (ZH)
41,Bubikon - Volketswil
38,Greifensee - Schwerzenbach
36,Hinwil - Volketswil
36,Hinwil - Schwerzenbach
36,Dürnten - Volketswil
35,Greifensee - Winterthur
35,Greifensee - Hinwil
34,Greifensee - Kloten
