Fahrten,Namen
727,Wetzikon ZH
673,Hinwil
404,Zürich HB
371,Rüti ZH
266,Winterthur
207,Zürich Stadelhofen
184,Pfäffikon SZ
173,Pfäffikon ZH
164,Zürich Oerlikon
146,Wald ZH
134,Jona
117,"Hinwil, Dorf"
116,Uster
102,Fehraltorf
86,Rapperswil SG
82,Winterthur Grüze
81,Wallisellen
74,Effretikon
72,"Wetzikon ZH, Bahnhof Süd"
65,Dübendorf
