Fahrten,Namen
472,Hinwil - Zürich
281,Rapperswil-Jona - Winterthur
199,Hinwil - Wetzikon (ZH)
188,Hinwil - Winterthur
178,Rüti (ZH) - Winterthur
168,Wald (ZH) - Winterthur
166,Rüti (ZH) - Wetzikon (ZH)
146,Hinwil - Uster
134,Dübendorf - Hinwil
114,Pfäffikon - Rüti (ZH)
105,Hinwil - Kloten
98,Hinwil - Wallisellen
95,Greifensee - Hinwil
78,Freienbach - Winterthur
75,Freienbach - Wetzikon (ZH)
73,Pfäffikon - Rapperswil-Jona
63,Fehraltorf - Rüti (ZH)
57,Rapperswil-Jona - Wetzikon (ZH)
53,Hinwil - Volketswil
52,Hinwil - Opfikon
