Fahrten,Namen
5211,Wetzikon ZH
2876,Hinwil
1789,Rüti ZH
943,Pfäffikon ZH
805,Zürich HB
706,Jona
705,"Hinwil, Bossikon"
612,"Hinwil, Gstalden"
605,Pfäffikon SZ
605,"Hinwil, Hinwil Center Ost"
505,Kempten
501,Winterthur
500,"Wetzikon ZH, Ettenhausen"
488,"Hinwil, Dorf"
487,"Wetzikon ZH, Bahnhof"
486,Bubikon
434,Wald ZH
414,Fehraltorf
407,Rapperswil SG
398,"Wetzikon ZH, Bahnhof Süd"
