Fahrten,Namen
371,S14 (Schweizerische Bundesbahnen SBB)
292,S15 (Schweizerische Bundesbahnen SBB)
268,S5 (Schweizerische Bundesbahnen SBB)
261,S9 (Schweizerische Bundesbahnen SBB)
183,S7 (Schweizerische Bundesbahnen SBB)
153,S6 (Schweizerische Bundesbahnen SBB)
68,S11 (Schweizerische Bundesbahnen SBB)
56,S12 (Schweizerische Bundesbahnen SBB)
35,RE48 (Schweizerische Bundesbahnen SBB)
32,18 (Forchbahn)
30,IC8 (Schweizerische Bundesbahnen SBB)
28,IC3 (Schweizerische Bundesbahnen SBB)
27,IR75 (Schweizerische Bundesbahnen SBB)
26,725 (Verkehrsbetriebe Glattal)
24,IC5 (Schweizerische Bundesbahnen SBB)
23,S16 (Schweizerische Bundesbahnen SBB)
22,S23 (Schweizerische Bundesbahnen SBB)
21,VAE (Schweizerische Südostbahn (sob))
20,S25 (Schweizerische Bundesbahnen SBB)
19,S20 (Schweizerische Bundesbahnen SBB)
