Fahrten,Namen
784,Greifensee - Uster
269,Uster - Wetzikon (ZH)
170,Greifensee - Wetzikon (ZH)
154,Greifensee - Rapperswil-Jona
144,Egg - Greifensee
143,Gossau (ZH) - Uster
142,Mönchaltorf - Uster
138,Greifensee - Stäfa
130,Egg - Uster
128,Rapperswil-Jona - Uster
110,Uster - Winterthur
110,Greifensee - Mönchaltorf
106,Maur - Uster
105,Hinwil - Uster
105,Rüti (ZH) - Uster
105,Gossau (ZH) - Greifensee
105,Greifensee - Rüti (ZH)
100,Greifensee - Meilen
99,Meilen - Winterthur
94,Greifensee - Oetwil am See
