Fahrten,Namen
232,Greifensee - Uster
126,Greifensee - Rapperswil-Jona
100,Greifensee - Rüti (ZH)
84,Rapperswil-Jona - Uster
80,Meilen - Winterthur
74,Rüti (ZH) - Uster
66,Uster - Zürich
50,Männedorf - Winterthur
45,Greifensee - Hinwil
45,Bubikon - Greifensee
43,Stäfa - Winterthur
41,Bubikon - Uster
39,Greifensee - Wetzikon (ZH)
36,Greifensee - Wald (ZH)
35,Erlenbach (ZH) - Winterthur
34,Dürnten - Greifensee
32,Herrliberg - Winterthur
27,Freienbach - Greifensee
27,Eschenbach (SG) - Greifensee
26,Uetikon am See - Winterthur
