Fahrten,Namen
1656,Winterthur
1555,Wetzikon (ZH)
820,Pfäffikon
597,Rüti (ZH)
566,Rapperswil-Jona
442,Bäretswil
438,Zürich
389,Fehraltorf
372,Hinwil
232,Freienbach
212,Wald (ZH)
150,Schaffhausen
122,Bubikon
119,Illnau-Effretikon
106,Dürnten
82,Glarus Nord
80,Kreuzlingen
73,Glarus
71,Chur
70,Russikon
