Namen,Fahrten,Anteil (%)
Urdorf,1266,47.4
Zürich,312,11.7
Birmensdorf (ZH),138,5.2
Affoltern am Albis,75,2.8
Bonstetten,55,2.1
Dietikon,46,1.7
Zug,45,1.7
Schlieren,38,1.4
Thalwil,37,1.4
Uitikon,35,1.3
Hedingen,33,1.2
Rapperswil-Jona,26,1.0
Baar,24,0.9
Kloten,23,0.9
Horgen,18,0.7
Dübendorf,16,0.6
Knonau,15,0.5
Adliswil,14,0.5
Mettmenstetten,13,0.5
Cham,13,0.5
