Fahrten,Namen
4477,Zürich
2314,Fällanden
1703,Dübendorf
1238,Volketswil
958,Greifensee
753,Küsnacht (ZH)
595,Schwerzenbach
579,Zollikon
391,Winterthur
381,Maur
374,Meilen
346,Zumikon
337,Uster
258,Kloten
223,Rapperswil-Jona
212,Uetikon am See
163,Rüti (ZH)
159,Dietlikon
159,Wallisellen
141,Egg
